Composition,Sample A,Sample B,a_stoich_json,b_stoich_json,Lattice Parameter (Å),Thermal Conductivity (W/m/K),Vickers Hardness (GPa),CTE (K^-1),Relative Density %,Density Measured,Density Calculated,Bulk Modulus (GPa),Shear Modulus (GPa),Youngs Modulus (GPa),Poisson Ratio,Fracture Toughness (Mpa*m^.5),Specific Heat (Jg^−1K^−1),Thermal Diffusivity  (mm² s⁻¹),High Temp CTE,Temperature (K),Ionic Radius A (Å),Ionic Radius B (Å),oxygen_param_x,rA/rB (Å),Size disorder (δ %),Porosity (%),Grain Size (μm),compound_type,data_source
(Ce0.2La0.2Pr0.2Sc0.2Y0.2)2Zr2O7,"Ce,La,Pr,Sc,Y",Zr,"{""Sc"": 0.2, ""Y"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Ce"": 0.2}","{""Zr"": 1.0}",,1.69,,,,,,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(La0.5Yb0.5)2Zr2O7,"La,Yb",Zr,"{""La"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",10.77,1.24,10.8,9.35e-06,,,,,,233.5,,2.07,,,,,,,,,,,,high_entropy,literature_extraction
(La0.5Yb0.5)2Zr2O7,"La,Yb",Zr,"{""La"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",10.75,1.29,12.2,9.56e-06,,,,,,223.8,,2.22,,,,,,,,,,,,high_entropy,literature_extraction
(La0.5Yb0.5)2Zr2O7,"La,Yb",Zr,"{""La"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",10.74,1.33,13.0,9.79e-06,,,,,,222.8,,2.23,,,,,,,,,,,,high_entropy,literature_extraction
(La0.5Yb0.5)2Zr2O7,"La,Yb",Zr,"{""La"": 0.5, ""Yb"": 0.5}","{""Zr"": 1.0}",10.73,1.42,11.45,1.02e-05,,,,,,229.3,,2.23,,,,,,,,,,,,high_entropy,literature_extraction
(Sm0.5Yb0.5)2Ti2O7,"Sm,Yb",Ti,"{""Sm"": 0.5, ""Yb"": 0.5}","{""Ti"": 1.0}",10.136,1.4,12.2,,99.4,6.51,,,,,,,,0.86,,,,,,,,,,high_entropy,literature_extraction
(Gd0.3333Sm0.3333Yb0.3333)2Ti2O7,"Gd,Sm,Yb",Ti,"{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Yb"": 0.3333333333333333}","{""Ti"": 1.0}",10.153,1.47,11.8,,99.5,6.55,,,,,,,,0.84,,,,,,,,,,high_entropy,literature_extraction
(Er0.25Gd0.25Sm0.25Yb0.25)2Ti2O7,"Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.25, ""Gd"": 0.25, ""Er"": 0.25, ""Yb"": 0.25}","{""Ti"": 1.0}",10.133,1.45,12.2,,99.1,6.61,,,,,,,,0.87,,,,,,,,,,high_entropy,literature_extraction
(Dy0.2Er0.2Gd0.2Sm0.2Yb0.2)2Ti2O7,"Dy,Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.2, ""Gd"": 0.2, ""Dy"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Ti"": 1.0}",10.13,1.54,9.9,,99.0,6.6,,,,,,,,0.9,,,,,,,,,,high_entropy,literature_extraction
(Gd0.1875La0.1875Nd0.1875Sm0.1875Yb0.25)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.1875, ""Nd"": 0.1875, ""Sm"": 0.1875, ""Gd"": 0.1875, ""Yb"": 0.25}","{""Zr"": 1.0}",,0.22,,,,,,,,,,,,,,,,,,,,52.72,,high_entropy,literature_extraction
(Dy0.2Eu0.2Gd0.2Ho0.2Y0.2)2Ti2O7,"Dy,Eu,Gd,Ho,Y",Ti,"{""Ho"": 0.2, ""Y"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Ti"": 1.0}",,0.947,15.9,1.16e-05,96.3,,,,,295.5,,1.596,,,,,,,,,,,,high_entropy,literature_extraction
(La0.3333Sm0.3333Yb0.3333)2Zr2O7,"La,Sm,Yb",Zr,"{""La"": 0.3333333333333333, ""Sm"": 0.3333333333333333, ""Yb"": 0.3333333333333333}","{""Zr"": 1.0}",10.653,,,,,,,,,,,0.96,,,,,,,,1.4968,,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Y0.3333)2Zr2O7,"Gd,La,Y",Zr,"{""La"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Y"": 0.3333333333333333}","{""Zr"": 1.0}",10.697,,,,,,,,,,,0.94,,,,,,,,1.4926,,,,high_entropy,literature_extraction
(Gd0.2La0.2Sm0.2Y0.2Yb0.2)2Zr2O7,"Gd,La,Sm,Y,Yb",Zr,"{""La"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",10.603,,,,,,,,,,,1.01,,,,,,,,1.4714,,,,high_entropy,literature_extraction
(Dy0.25Lu0.25Sm0.25Tb0.25)2(Eu0.5Zr0.5)2O7,"Dy,Lu,Sm,Tb","Eu,Zr","{""Sm"": 0.25, ""Tb"": 0.25, ""Dy"": 0.25, ""Lu"": 0.25}","{""Zr"": 0.5, ""Eu"": 0.5}",,1.46,12.42,,99.0,,,,,,,2.24,,,11.0,,1.038,0.72,,1.441,,,,high_entropy,literature_extraction
(La0.3333Pr0.3333Sm0.3333)2(Ce0.3333Eu0.3333Hf0.3333)2O7,"La,Pr,Sm","Ce,Eu,Hf","{""La"": 0.3333333333333333, ""Pr"": 0.3333333333333333, ""Sm"": 0.3333333333333333}","{""Hf"": 0.3333333333333333, ""Ce"": 0.3333333333333333, ""Eu"": 0.3333333333333333}",,1.24,,,99.0,,,,,,,,,,11.65,,1.115,0.71,,1.57,,,,high_entropy,literature_extraction
(Gd0.25La0.25Nd0.25Sm0.25)2(Eu0.5Zr0.5)2O7,"Gd,La,Nd,Sm","Eu,Zr","{""La"": 0.25, ""Nd"": 0.25, ""Sm"": 0.25, ""Gd"": 0.25}","{""Zr"": 0.5, ""Eu"": 0.5}",,,10.75,,96.0,,,,,,,,,,11.03,,1.093,0.72,,1.519,,,,high_entropy,literature_extraction
(Dy0.2Er0.2Gd0.2Sm0.2Yb0.2)2Ti2O7,"Dy,Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.2, ""Yb"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Dy"": 0.2}","{""Ti"": 1.0}",,1.55,9.9,,99.0,,,,,,,,,,,,1.03,0.605,,1.702,,,,high_entropy,literature_extraction
(Gd0.25La0.25Sm0.25Y0.25)2(Ce0.5Zr0.5)2O7,"Gd,La,Sm,Y","Ce,Zr","{""La"": 0.25, ""Gd"": 0.25, ""Y"": 0.25, ""Sm"": 0.25}","{""Zr"": 0.5, ""Ce"": 0.5}",,,6.61,,96.0,,,,,,,1.27,,,11.1,,1.091,0.72,,1.515,,,,high_entropy,literature_extraction
(Gd0.25La0.25Nd0.25Pr0.25)2(Ce0.5Hf0.5)2O7,"Gd,La,Nd,Pr","Ce,Hf","{""La"": 0.25, ""Pr"": 0.25, ""Nd"": 0.25, ""Gd"": 0.25}","{""Hf"": 0.5, ""Ce"": 0.5}",,1.48,12.54,7.78e-06,97.54,7.88,8.078,,,,,2.51,,0.42,11.27,,1.118,0.71,0.33,1.575,,2.45,,high_entropy,literature_extraction
(Eu0.2Gd0.2Lu0.2Sm0.2Y0.2)2Ti2O7,"Eu,Gd,Lu,Sm,Y",Ti,"{""Sm"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Lu"": 0.2, ""Eu"": 0.2}","{""Ti"": 1.0}",,,9.04,,,,,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
Gd2(Ti0.5Zr0.5)2O7,Gd,"Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.5, ""Zr"": 0.5}",,2.24,,,95.0,,,,,,,,,0.58,,,,,,,,,,high_entropy,literature_extraction
(Gd0.5Sn0.5)2(Ti0.5Zr0.5)2O7,"Gd,Sn","Ti,Zr","{""Gd"": 0.5, ""Sn"": 0.5}","{""Ti"": 0.5, ""Zr"": 0.5}",,1.87,,,95.0,,,,,,,,,0.52,,,,,,,,,,high_entropy,literature_extraction
(Gd0.5Sn0.5)2(Hf0.3333Ti0.3333Zr0.3333)2O7,"Gd,Sn","Hf,Ti,Zr","{""Gd"": 0.5, ""Sn"": 0.5}","{""Ti"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Hf"": 0.3333333333333333}",,1.61,,,95.0,,,,,,,,,0.46,,,,,,,,,,high_entropy,literature_extraction
(Dy0.1667Gd0.1667Ho0.1667La0.1667Nd0.1667Sm0.1667)2(Eu0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,"Dy,Gd,Ho,La,Nd,Sm","Eu,Hf,Sn,Ti,Zr","{""Gd"": 0.16666666666666666, ""La"": 0.16666666666666666, ""Nd"": 0.16666666666666666, ""Sm"": 0.16666666666666666, ""Dy"": 0.16666666666666666, ""Ho"": 0.16666666666666666}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Eu"": 0.2, ""Sn"": 0.2}",,1.37,,,95.0,,,,,,,,,0.41,,,,,,,0.085,,,high_entropy,literature_extraction
(Eu0.5Gd0.5)2Zr2O7,"Eu,Gd",Zr,"{""Gd"": 0.5, ""Eu"": 0.5}","{""Zr"": 1.0}",10.55246,,,,,,,,,,,,,,,,1.0595,0.72,0.33365,1.4735,,,,high_entropy,literature_extraction
(Gd0.5Sm0.5)2(Eu0.5Zr0.5)2O7,"Gd,Sm","Eu,Zr","{""Gd"": 0.5, ""Sm"": 0.5}","{""Zr"": 0.5, ""Eu"": 0.5}",10.56785,,,,,,,,,,,,,,,,1.066,0.72,0.33438,1.4826,,,,high_entropy,literature_extraction
(Gd0.3333Nd0.3333Sm0.3333)2(Eu0.5Zr0.5)2O7,"Gd,Nd,Sm","Eu,Zr","{""Gd"": 0.3333333333333333, ""Sm"": 0.3333333333333333, ""Nd"": 0.3333333333333333}","{""Zr"": 0.5, ""Eu"": 0.5}",10.59656,,,,,,,,,,,,,,,,1.0768,0.72,0.33682,1.4975,,,,high_entropy,literature_extraction
(Gd0.25La0.25Nd0.25Sm0.25)2(Eu0.5Zr0.5)2O7,"Gd,La,Nd,Sm","Eu,Zr","{""Gd"": 0.25, ""Sm"": 0.25, ""Nd"": 0.25, ""La"": 0.25}","{""Zr"": 0.5, ""Eu"": 0.5}",10.66488,,,,,,,,,,,,,,,,1.0934,0.72,0.33931,1.5179,,,,high_entropy,literature_extraction
(Dy0.2Gd0.2La0.2Nd0.2Sm0.2)2(Eu0.5Zr0.5)2O7,"Dy,Gd,La,Nd,Sm","Eu,Zr","{""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""La"": 0.2, ""Dy"": 0.2}","{""Zr"": 0.5, ""Eu"": 0.5}",10.61128,,,,,,,,,,,,,,,,1.0823,0.72,0.33311,1.503,,,,high_entropy,literature_extraction
(Dy0.1667Gd0.1667Ho0.1667La0.1667Nd0.1667Sm0.1667)2(Eu0.5Zr0.5)2O7,"Dy,Gd,Ho,La,Nd,Sm","Eu,Zr","{""Gd"": 0.16666666666666666, ""Sm"": 0.16666666666666666, ""Nd"": 0.16666666666666666, ""La"": 0.16666666666666666, ""Dy"": 0.16666666666666666, ""Ho"": 0.16666666666666666}","{""Zr"": 0.5, ""Eu"": 0.5}",10.58564,,,,,,,,,,,,,,,,1.0727,0.72,0.33133,1.4899,,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,0.102,,,,,,,,,,,,,,,,,,,,87.99,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,0.045,,,,,,,,,,,,,,,,,,,,96.89,,high_entropy,literature_extraction
(Ce0.15Eu0.15Nd0.4Sm0.15Yb0.15)2Zr2O7,"Ce,Eu,Nd,Sm,Yb",Zr,"{""Nd"": 0.4, ""Sm"": 0.15, ""Yb"": 0.15, ""Ce"": 0.15, ""Eu"": 0.15}","{""Zr"": 1.0}",10.57,1.74,18.2,,,,,164.6,105.7,259.5,0.24,,,,11.77,,,,,,,0.0,,high_entropy,literature_extraction
(Ce0.15Eu0.15Nd0.4Sm0.15Yb0.15)2Zr2O7,"Ce,Eu,Nd,Sm,Yb",Zr,"{""Nd"": 0.4, ""Sm"": 0.15, ""Yb"": 0.15, ""Ce"": 0.15, ""Eu"": 0.15}","{""Zr"": 1.0}",10.57,1.6,18.2,,,,,164.6,105.7,259.5,0.24,,,,11.77,,,,,,,5.6,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.2, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2}","{""Zr"": 1.0}",,0.044,,,,0.39,,,,,,,,,,,,,,,,88.0,,high_entropy,literature_extraction
(Ce0.04Gd0.2La0.16Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.16, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.04}","{""Zr"": 1.0}",,0.047,,,,0.44,,,,,,,,,,,,,,,,83.0,,high_entropy,literature_extraction
(Ce0.08Gd0.2La0.12Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.12, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.08}","{""Zr"": 1.0}",,0.052,,,,0.51,,,,,,,,,,,,,,,,76.0,,high_entropy,literature_extraction
(Ce0.12Gd0.2La0.08Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.08, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.12}","{""Zr"": 1.0}",,0.051,,,,0.45,,,,,,,,,,,,,,,,83.0,,high_entropy,literature_extraction
(Ce0.16Gd0.2La0.04Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.04, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.16}","{""Zr"": 1.0}",,0.057,,,,0.51,,,,,,,,,,,,,,,,77.0,,high_entropy,literature_extraction
(Ce0.2Gd0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,Nd,Sm,Y",Zr,"{""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.2}","{""Zr"": 1.0}",,0.056,,,,0.52,,,,,,,,,,,,,,,,75.0,,high_entropy,literature_extraction
Y2(Ge0.2Hf0.2Sn0.2Ti0.2Zr0.2)2O7,Y,"Ge,Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.2, ""Ti"": 0.2, ""Hf"": 0.2, ""Ge"": 0.2, ""Sn"": 0.2}",10.3222,,,,,,5.962,,,,,,,,,,,,0.33517,1.57,11.19,,,high_entropy,literature_extraction
Y2(Ge0.15Hf0.085Sn0.3Ti0.315Zr0.15)2O7,Y,"Ge,Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.15, ""Ti"": 0.315, ""Hf"": 0.085, ""Ge"": 0.15, ""Sn"": 0.3}",10.2707,,,,,,5.773,,,,,,,,,,,,0.32959,1.58,10.16,,,high_entropy,literature_extraction
Y2(Ge0.3Hf0.15Sn0.085Ti0.15Zr0.315)2O7,Y,"Ge,Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.315, ""Ti"": 0.15, ""Hf"": 0.15, ""Ge"": 0.3, ""Sn"": 0.085}",,,,,,,,,,,,,,,,,,,,1.59,12.83,,,high_entropy,literature_extraction
Y2(Ge0.1Hf0.1Sn0.3Ti0.1Zr0.4)2O7,Y,"Ge,Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.4, ""Ti"": 0.1, ""Hf"": 0.1, ""Ge"": 0.1, ""Sn"": 0.3}",10.365,,,,,,5.893,,,,,,,,,,,,0.33143,1.5,8.8,,,high_entropy,literature_extraction
Y2(Hf0.25Sn0.25Ti0.25Zr0.25)2O7,Y,"Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.25, ""Ti"": 0.25, ""Hf"": 0.25, ""Sn"": 0.25}",10.3408,,,,,,6.105,,,,,,,,,,,,0.33535,1.5,6.65,,,high_entropy,literature_extraction
Y2(Ge0.25Hf0.25Sn0.25Ti0.25)2O7,Y,"Ge,Hf,Sn,Ti","{""Y"": 1.0}","{""Ti"": 0.25, ""Hf"": 0.25, ""Ge"": 0.25, ""Sn"": 0.25}",,,,,,,,,,,,,,,,,,,,1.61,11.32,,,high_entropy,literature_extraction
Y2(Ge0.25Sn0.25Ti0.25Zr0.25)2O7,Y,"Ge,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.25, ""Ti"": 0.25, ""Ge"": 0.25, ""Sn"": 0.25}",,,,,,,,,,,,,,,,,,,,1.6,11.7,,,high_entropy,literature_extraction
Y2(Ge0.25Hf0.25Ti0.25Zr0.25)2O7,Y,"Ge,Hf,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.25, ""Ti"": 0.25, ""Hf"": 0.25, ""Ge"": 0.25}",,,,,,,,,,,,,,,,,,,,1.59,12.23,,,high_entropy,literature_extraction
Y2(Hf0.065Sn0.435Ti0.435Zr0.065)2O7,Y,"Hf,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.065, ""Ti"": 0.435, ""Hf"": 0.065, ""Sn"": 0.435}",10.2805,,,,,,5.746,,,,,,,,,,,,0.33007,1.55,6.97,,,high_entropy,literature_extraction
Y2(Ge0.065Hf0.065Sn0.435Ti0.435)2O7,Y,"Ge,Hf,Sn,Ti","{""Y"": 1.0}","{""Ti"": 0.435, ""Hf"": 0.065, ""Ge"": 0.065, ""Sn"": 0.435}",10.254,,,,,,5.761,,,,,,,,,,,,0.3599,1.58,8.08,,,high_entropy,literature_extraction
Y2(Ge0.065Sn0.435Ti0.435Zr0.065)2O7,Y,"Ge,Sn,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.065, ""Ti"": 0.435, ""Ge"": 0.065, ""Sn"": 0.435}",10.26,,,,,,5.611,,,,,,,,,,,,0.33301,1.58,8.21,,,high_entropy,literature_extraction
Y2(Ge0.065Hf0.065Ti0.435Zr0.435)2O7,Y,"Ge,Hf,Ti,Zr","{""Y"": 1.0}","{""Zr"": 0.435, ""Ti"": 0.435, ""Hf"": 0.065, ""Ge"": 0.065}",10.2694,,,,,,5.442,,,,,,,,,,,,0.33617,1.55,9.79,,,high_entropy,literature_extraction
(La0.6667Y0.1667Yb0.1667)2(Nb0.5Ta0.5)2O7,"La,Y,Yb","Nb,Ta","{""Yb"": 0.16666666666666666, ""Y"": 0.16666666666666666, ""La"": 0.6666666666666666}","{""Nb"": 0.5, ""Ta"": 0.5}",,,,,,,,,,,,,,,,,,,,1.52,,,,high_entropy,literature_extraction
(La0.678Y0.161Yb0.161)2(Nb0.4524Ta0.4524Zr0.09524)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.16101694915254236, ""Y"": 0.16101694915254236, ""La"": 0.6779661016949152}","{""Zr"": 0.09523809523809523, ""Nb"": 0.45238095238095233, ""Ta"": 0.45238095238095233}",,,,,,,,,,,,,,,,,,,,1.53,,,,high_entropy,literature_extraction
(La0.6897Y0.1552Yb0.1552)2(Nb0.4091Ta0.4091Zr0.1818)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.15517241379310345, ""Y"": 0.15517241379310345, ""La"": 0.6896551724137931}","{""Zr"": 0.18181818181818182, ""Nb"": 0.40909090909090906, ""Ta"": 0.40909090909090906}",,1.11,,9.44e-06,,4.72,7.04,,,,,,,,,,,,,1.53,,28.9,,high_entropy,literature_extraction
(La0.7018Y0.1491Yb0.1491)2(Nb0.3696Ta0.3696Zr0.2609)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.14912280701754385, ""Y"": 0.14912280701754385, ""La"": 0.7017543859649122}","{""Zr"": 0.2608695652173913, ""Nb"": 0.3695652173913044, ""Ta"": 0.3695652173913044}",,1.13,,9.91e-06,,4.76,7.17,,,,,,,,,,,,,1.54,,28.36,,high_entropy,literature_extraction
(La0.7143Y0.1429Yb0.1429)2(Nb0.3333Ta0.3333Zr0.3333)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.14285714285714288, ""Y"": 0.14285714285714288, ""La"": 0.7142857142857143}","{""Zr"": 0.3333333333333333, ""Nb"": 0.3333333333333333, ""Ta"": 0.3333333333333333}",10.8308,0.81,,9.9e-06,,5.31,6.7,,,,,,,,,,,,,1.54,,19.73,,high_entropy,literature_extraction
(La0.7273Y0.1364Yb0.1364)2(Nb0.3Ta0.3Zr0.4)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.13636363636363635, ""Y"": 0.13636363636363635, ""La"": 0.7272727272727273}","{""Zr"": 0.4, ""Nb"": 0.3, ""Ta"": 0.3}",10.817,0.96,,9.82e-06,,4.61,6.68,,,,,,,,,,,,,1.54,,29.26,,high_entropy,literature_extraction
(La0.7407Y0.1296Yb0.1296)2(Nb0.2692Ta0.2692Zr0.4615)2O7,"La,Y,Yb","Nb,Ta,Zr","{""Yb"": 0.12962962962962962, ""Y"": 0.12962962962962962, ""La"": 0.7407407407407407}","{""Zr"": 0.46153846153846156, ""Nb"": 0.2692307692307693, ""Ta"": 0.2692307692307693}",10.8078,1.01,,9.9e-06,,4.89,6.65,,,,,,,,,,,,,1.55,,25.24,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.5158,3.18,,,high_entropy,literature_extraction
(Dy0.2Eu0.2Gd0.2Nd0.2Sm0.2)2Zr2O7,"Dy,Eu,Gd,Nd,Sm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Dy"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.4817,2.55,,,high_entropy,literature_extraction
(Eu0.2Gd0.2Ho0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,Ho,Nd,Sm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Ho"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.4783,2.9,,,high_entropy,literature_extraction
(Er0.2Eu0.2Gd0.2Nd0.2Sm0.2)2Zr2O7,"Er,Eu,Gd,Nd,Sm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.4753,3.25,,,high_entropy,literature_extraction
(Eu0.2Gd0.2Nd0.2Sm0.2Tm0.2)2Zr2O7,"Eu,Gd,Nd,Sm,Tm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Tm"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.4725,3.58,,,high_entropy,literature_extraction
(Eu0.2Gd0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Eu,Gd,Nd,Sm,Yb",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.47,3.89,,,high_entropy,literature_extraction
(Eu0.2Gd0.2Lu0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,Lu,Nd,Sm",Zr,"{""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Lu"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.4686,4.06,,,high_entropy,literature_extraction
(Gd0.5Y0.5)2Ti2O7,"Gd,Y",Ti,"{""Gd"": 0.5, ""Y"": 0.5}","{""Ti"": 1.0}",,,9.085,,,6.2,,,,208.0,,1.074,,,,,,,,,,0.46,3.92,high_entropy,literature_extraction
(Gd0.3333Pr0.3333Y0.3333)2Ti2O7,"Gd,Pr,Y",Ti,"{""Gd"": 0.3333333333333333, ""Pr"": 0.3333333333333333, ""Y"": 0.3333333333333333}","{""Ti"": 1.0}",,,9.686,,,6.32,,,,199.0,,0.985,,,,,,,,,,0.97,4.83,high_entropy,literature_extraction
(Er0.25Gd0.25Sm0.25Yb0.25)2Ti2O7,"Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.25, ""Yb"": 0.25, ""Gd"": 0.25, ""Er"": 0.25}","{""Ti"": 1.0}",,,10.24,,,6.57,,,,220.0,,0.623,,,,,,,,,,0.13,3.4,high_entropy,literature_extraction
(Dy0.2Er0.2Gd0.2Sm0.2Yb0.2)2Ti2O7,"Dy,Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.2, ""Yb"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Dy"": 0.2}","{""Ti"": 1.0}",,,10.14,,,6.52,,,,221.0,,0.857,,,,,,,,,,0.15,2.48,high_entropy,literature_extraction
(La0.7143Mg0.1429Zn0.1429)2(Ce0.3333Mo0.3333W0.3333)2O7,"La,Mg,Zn","Ce,Mo,W","{""Mg"": 0.14285714285714288, ""Zn"": 0.14285714285714288, ""La"": 0.7142857142857143}","{""W"": 0.3333333333333333, ""Mo"": 0.3333333333333333, ""Ce"": 0.3333333333333333}",,,,,,,,,,,,,,,,,,,,1.65,14.61,,,high_entropy,literature_extraction
(La0.625Y0.125Yb0.125Zn0.125)2(Mo0.5W0.5)2O7,"La,Y,Yb,Zn","Mo,W","{""Zn"": 0.125, ""Yb"": 0.125, ""Y"": 0.125, ""La"": 0.625}","{""W"": 0.5, ""Mo"": 0.5}",,,,,,,,,,,,,,,,,,,,1.57,17.53,,,high_entropy,literature_extraction
(La0.7143Mg0.1429Zn0.1429)2(Nb0.3333Ta0.3333W0.3333)2O7,"La,Mg,Zn","Nb,Ta,W","{""Mg"": 0.14285714285714288, ""Zn"": 0.14285714285714288, ""La"": 0.7142857142857143}","{""Nb"": 0.3333333333333333, ""W"": 0.3333333333333333, ""Ta"": 0.3333333333333333}",,,,,,,,,,,,,,,,,,,,1.74,7.94,,,high_entropy,literature_extraction
